Model	Date	Time	WxFile	Long	Lat	JdStart	JdEnd	Month	Day	Year	dd	bales	TempIncr	PbwEggt	PbwLrDys	PbwAdDys	PbwL/Bol	FromDiap	ToDiap	PbwCldLx	Tddb10
CotsimGIS	26Jul13	10:31:25-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2707.txt	78.7500	12.6450	359	365	12	31	Avg	3106.0000	1.8152	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1828	
CotsimGIS	26Jul13	10:31:37-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2708.txt	79.0620	12.6450	359	365	12	31	Avg	3387.7869	2.0264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0303	
CotsimGIS	26Jul13	10:31:49-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2709.txt	79.3750	12.6450	360	365	12	31	Avg	3583.7213	1.8752	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0040	
CotsimGIS	26Jul13	10:32:02-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2710.txt	79.6870	12.6450	360	365	12	31	Avg	3695.1475	1.9503	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:32:14-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2711.txt	80.0000	12.6450	360	365	12	31	Avg	3690.6393	2.1149	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:32:26-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2721.txt	77.8120	12.3320	342	365	12	31	Avg	2802.5738	1.1633	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0286	
CotsimGIS	26Jul13	10:32:38-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2722.txt	78.1250	12.3320	342	365	12	31	Avg	2930.2295	1.4026	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0284	
CotsimGIS	26Jul13	10:32:49-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2723.txt	78.4370	12.3320	357	365	12	31	Avg	3033.6721	1.5469	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0769	
CotsimGIS	26Jul13	10:33:00-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2724.txt	78.7500	12.3320	359	365	12	31	Avg	3189.2295	1.8577	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0717	
CotsimGIS	26Jul13	10:33:13-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2725.txt	79.0620	12.3320	360	365	12	31	Avg	3451.2951	1.8507	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0148	
CotsimGIS	26Jul13	10:33:25-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2726.txt	79.3750	12.3320	362	365	12	31	Avg	3641.0820	1.8754	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0044	
CotsimGIS	26Jul13	10:33:37-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2727.txt	79.6870	12.3320	361	365	12	31	Avg	3721.6721	2.1410	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0006	
CotsimGIS	26Jul13	10:33:50-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2728.txt	80.0000	12.3320	362	365	12	31	Avg	3638.2459	2.1980	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:34:02-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2737.txt	77.8120	12.0200	359	365	12	31	Avg	2983.2459	1.4415	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0074	
CotsimGIS	26Jul13	10:34:13-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2738.txt	78.1250	12.0200	359	365	12	31	Avg	3022.2787	1.6313	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0141	
CotsimGIS	26Jul13	10:34:25-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2739.txt	78.4370	12.0200	359	365	12	31	Avg	3014.4754	1.7944	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0778	
CotsimGIS	26Jul13	10:34:36-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2740.txt	78.7500	12.0200	360	365	12	31	Avg	3200.9016	1.8633	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0709	
CotsimGIS	26Jul13	10:34:48-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2741.txt	79.0620	12.0200	361	365	12	31	Avg	3509.6557	2.0292	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0113	
CotsimGIS	26Jul13	10:35:00-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2742.txt	79.3750	12.0200	360	365	12	31	Avg	3751.6066	2.0328	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0024	
CotsimGIS	26Jul13	10:35:13-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2743.txt	79.6870	12.0200	362	365	12	31	Avg	3684.6885	2.0075	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:35:25-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2748.txt	76.8750	11.7080	359	365	12	31	Avg	2053.6230	1.7674	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	6.6564	
CotsimGIS	26Jul13	10:35:34-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2749.txt	77.1870	11.7080	359	365	12	31	Avg	2448.6066	1.7697	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	4.1612	
CotsimGIS	26Jul13	10:35:45-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2750.txt	77.5000	11.7080	359	365	12	31	Avg	2917.9016	1.7833	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0850	
CotsimGIS	26Jul13	10:35:56-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2751.txt	77.8120	11.7080	359	365	12	31	Avg	3120.6885	1.9297	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0065	
CotsimGIS	26Jul13	10:36:08-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2752.txt	78.1250	11.7080	359	365	12	31	Avg	3083.8689	2.1618	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0114	
CotsimGIS	26Jul13	10:36:20-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2753.txt	78.4370	11.7080	360	365	12	31	Avg	3006.2951	1.9118	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0421	
CotsimGIS	26Jul13	10:36:31-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2754.txt	78.7500	11.7080	362	365	12	31	Avg	3206.7213	2.0669	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0350	
CotsimGIS	26Jul13	10:36:43-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2755.txt	79.0620	11.7080	362	365	12	31	Avg	3583.5082	2.1185	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0080	
CotsimGIS	26Jul13	10:36:55-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2756.txt	79.3750	11.7080	360	365	12	31	Avg	3796.7049	1.9811	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0003	
CotsimGIS	26Jul13	10:37:07-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2757.txt	79.6870	11.7080	362	365	12	31	Avg	3695.3607	2.1259	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:37:19-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2760.txt	76.5620	11.3960	345	365	12	31	Avg	1787.0164	0.8723	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	3.6853	
CotsimGIS	26Jul13	10:37:28-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2761.txt	76.8750	11.3960	360	365	12	31	Avg	2069.5902	1.6451	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5.9390	
CotsimGIS	26Jul13	10:37:38-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2762.txt	77.1870	11.3960	343	365	12	31	Avg	2661.2951	1.3090	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.9904	
CotsimGIS	26Jul13	10:37:49-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2763.txt	77.5000	11.3960	343	365	12	31	Avg	3004.8033	1.7338	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0030	
CotsimGIS	26Jul13	10:38:00-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2764.txt	77.8120	11.3960	359	365	12	31	Avg	3395.3934	2.1707	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0021	
CotsimGIS	26Jul13	10:38:12-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2765.txt	78.1250	11.3960	360	365	12	31	Avg	3312.0000	2.2893	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0046	
CotsimGIS	26Jul13	10:38:24-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2766.txt	78.4370	11.3960	360	365	12	31	Avg	3238.4590	2.0890	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0121	
CotsimGIS	26Jul13	10:38:36-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2767.txt	78.7500	11.3960	361	365	12	31	Avg	3402.0000	2.1459	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0080	
CotsimGIS	26Jul13	10:38:48-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2768.txt	79.0620	11.3960	361	365	12	31	Avg	3633.3934	2.0759	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0013	
CotsimGIS	26Jul13	10:39:00-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2769.txt	79.3750	11.3960	362	365	12	31	Avg	3798.8197	2.0241	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:39:15-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2770.txt	79.6870	11.3960	364	365	12	31	Avg	3704.0820	2.1802	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:39:28-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2774.txt	76.8750	11.0840	321	365	12	31	Avg	2436.7213	0.7987	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.6518	
CotsimGIS	26Jul13	10:39:42-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2775.txt	77.1870	11.0840	319	365	12	31	Avg	2462.7541	1.0120	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1293	
CotsimGIS	26Jul13	10:39:51-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2776.txt	77.5000	11.0840	319	365	12	31	Avg	3734.4262	2.5367	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:40:04-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2777.txt	77.8120	11.0840	359	365	12	31	Avg	3312.5574	2.1577	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:40:15-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2778.txt	78.1250	11.0840	362	365	12	31	Avg	3609.1967	2.2630	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:40:28-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2779.txt	78.4370	11.0840	361	365	12	31	Avg	3565.9016	2.1510	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0009	
CotsimGIS	26Jul13	10:40:40-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2780.txt	78.7500	11.0840	359	365	12	31	Avg	3611.9180	2.2572	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:40:53-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2781.txt	79.0620	11.0840	359	365	12	31	Avg	3727.2295	1.9810	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:41:05-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2782.txt	79.3750	11.0840	363	365	12	31	Avg	3865.2951	2.2531	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:41:18-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2783.txt	79.6870	11.0840	364	365	12	31	Avg	3680.0492	2.2449	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:41:30-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2788.txt	77.1870	10.7710	319	365	12	31	Avg	2377.8033	0.4900	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0885	
CotsimGIS	26Jul13	10:41:40-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2789.txt	77.5000	10.7710	359	365	12	31	Avg	2642.6721	1.2752	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:41:49-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2790.txt	77.8120	10.7710	361	365	12	31	Avg	3064.9836	1.9043	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:42:00-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2791.txt	78.1250	10.7710	363	365	12	31	Avg	3541.3115	2.2467	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:42:12-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2792.txt	78.4370	10.7710	363	365	12	31	Avg	3650.1803	2.2148	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:42:25-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2793.txt	78.7500	10.7710	362	365	12	31	Avg	3728.0984	1.8766	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:42:37-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2794.txt	79.0620	10.7710	361	365	12	31	Avg	3745.5410	1.8669	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:42:49-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2795.txt	79.3750	10.7710	363	365	12	31	Avg	3701.3607	2.2302	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:43:01-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2796.txt	79.6870	10.7710	364	365	12	31	Avg	3576.3607	2.3451	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:43:13-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2800.txt	76.8750	10.4590	338	365	12	31	Avg	2404.5246	1.6479	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0872	
CotsimGIS	26Jul13	10:43:23-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2801.txt	77.1870	10.4590	359	365	12	31	Avg	2265.6066	1.6751	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.4397	
CotsimGIS	26Jul13	10:43:33-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2802.txt	77.5000	10.4590	363	365	12	31	Avg	2646.1148	1.7607	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3850	
CotsimGIS	26Jul13	10:43:44-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2803.txt	77.8120	10.4590	363	365	12	31	Avg	3093.4590	2.1866	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0270	
CotsimGIS	26Jul13	10:43:55-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2804.txt	78.1250	10.4590	363	365	12	31	Avg	3450.1148	2.0630	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0001	
CotsimGIS	26Jul13	10:44:07-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2805.txt	78.4370	10.4590	363	365	12	31	Avg	3623.7541	2.0111	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:44:20-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2806.txt	78.7500	10.4590	363	365	12	31	Avg	3680.1148	2.0148	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:44:32-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2807.txt	79.0620	10.4590	363	365	12	31	Avg	3654.0984	1.9725	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:44:44-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2808.txt	79.3750	10.4590	364	365	12	31	Avg	3599.8033	2.3187	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:44:56-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2809.txt	79.6870	10.4590	364	365	12	31	Avg	3463.5738	2.2966	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:45:07-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2814.txt	77.5000	10.1470	363	365	12	31	Avg	2422.0820	1.8875	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.5463	
CotsimGIS	26Jul13	10:45:18-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2815.txt	77.8120	10.1470	362	365	12	31	Avg	3044.2131	1.9946	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0050	
CotsimGIS	26Jul13	10:45:29-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2816.txt	78.1250	10.1470	360	365	12	31	Avg	3464.2131	2.2230	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:45:41-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2817.txt	78.4370	10.1470	363	365	12	31	Avg	3699.4098	2.0231	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:45:54-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2818.txt	78.7500	10.1470	363	365	12	31	Avg	3724.9180	2.1052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:46:06-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2819.txt	79.0620	10.1470	363	365	12	31	Avg	3538.2459	2.2377	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:46:18-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2823.txt	77.5000	9.8350	362	365	12	31	Avg	2669.0328	1.5951	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0077	
CotsimGIS	26Jul13	10:46:28-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2824.txt	77.8120	9.8350	338	365	12	31	Avg	2669.0164	1.5375	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:46:38-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2825.txt	78.1250	9.8350	359	365	12	31	Avg	3485.2787	1.9502	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:46:52-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2826.txt	78.4370	9.8350	362	365	12	31	Avg	3883.6557	2.0838	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:47:09-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2827.txt	78.7500	9.8350	363	365	12	31	Avg	3709.3279	2.0490	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:47:22-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2828.txt	79.0620	9.8350	363	365	12	31	Avg	3392.4098	2.0418	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:47:35-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2832.txt	77.5000	9.5220	361	365	12	31	Avg	2402.6557	1.1226	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:47:44-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2833.txt	77.8120	9.5220	361	365	12	31	Avg	2087.6066	0.7241	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:47:53-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2834.txt	78.1250	9.5220	362	365	12	31	Avg	3478.2459	2.0175	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:48:06-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2835.txt	78.4370	9.5220	364	365	12	31	Avg	3846.1967	2.0833	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:48:19-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2836.txt	78.7500	9.5220	364	365	12	31	Avg	3524.1148	2.1185	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:48:31-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2840.txt	77.5000	9.2100	362	365	12	31	Avg	2546.6230	1.2438	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:48:40-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2841.txt	77.8120	9.2100	362	365	12	31	Avg	2439.2295	1.0598	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:48:49-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2842.txt	78.1250	9.2100	362	365	12	31	Avg	3158.6885	1.6762	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:48:59-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2843.txt	78.4370	9.2100	364	365	12	31	Avg	3492.7049	2.1030	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:49:11-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2844.txt	78.7500	9.2100	365	365	12	31	Avg	3545.6885	2.2562	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:49:23-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2845.txt	79.3750	9.2100	365	365	12	31	Avg	3390.6885	1.8925	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:49:35-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2849.txt	77.5000	8.8980	362	365	12	31	Avg	2994.6557	1.6057	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0034	
CotsimGIS	26Jul13	10:49:46-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2850.txt	77.8120	8.8980	362	365	12	31	Avg	2870.4262	1.5980	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:49:56-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2851.txt	78.1250	8.8980	363	365	12	31	Avg	2964.3115	1.7116	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:50:06-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2854.txt	77.5000	8.5860	362	365	12	31	Avg	3229.7869	1.8908	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0004	
CotsimGIS	26Jul13	10:50:18-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2855.txt	77.8120	8.5860	362	365	12	31	Avg	2943.6885	1.6898	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	10:50:28-AM	C:\models\wx\CFSR_India_wx\CFSR_India_TN_grid_2856.txt	78.1250	8.5860	365	365	12	31	Avg	3028.1639	2.0085	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
